ID	KOR	ENG_US	MSPA	CFRE	BPO	SC_CHI	JPN	ENG_AU	ENG_UK	GER	FRE	ITA	SPA	POR	ROM	DUT	DAN	SWE	NOR	POL	CZE	SLK	RUS	UKR	SLN	CRO	BUL	GRE	FIN	HUN	TUR	ARA	Hindi	Bengali	Marathi	Telugu	Tamil	Gujarati	Kannada	Odia	Malayalam	Punjabi	Chinese (Traditional, Taiwan)	Indonesian	Persian	Hebrew
MMI-0734	알림 거리	Distance	Distancia	Distance	Distância	距离	距離	Distance	Distance	Laufleistung	Distance	Distanza	Distancia	Distância	Distanță	Kilometeraantal	Afstand	Körsträcka	Distanse	Przebieg	Vzdálenost	Vzdialenosť	Расстояние	Відстань	Razdalja	Udaljenost	Разстояние	Απόσταση οδήγησης	Απόσταση οδήγησης	Távolság	Mesafe	المسافة	दूरी	Distance	Distance	Distance	Distance	Distance	Distance	Distance	Distance	Distance	Distance	Jarak	فاصله	מרחק
MMI-0735	알림 기간	Duration	Duración	Durée	Duração	时长	時間	Duration	Duration	Zeitraum	Durée	Tempo	Duración	Duração	Duration	Periode	Varighed	Tidsperiod	Tidsrom	Okres	Čas	Časový interval	Период	Період	Časovno obdobje	Duration	Duration	Διάστημα	Διάστημα	Időtartam	Süre	المدة	अवधि	Duration	Duration	Duration	Duration	Duration	Duration	Duration	Duration	Duration	Duration	Durasi	مدت زمان	משך זמן
MMI-0736	실내 침입 감지 시스템	Advanced Anti-Theft	Antirrobo avanzado	Anti-vol avancé	Antifurto avançado	防盗系统	車室内侵入感知システム	Advanced Anti-Theft	Advanced Anti-Theft	Erweiterte Diebstahlsicherung	Dispositif antivol avancé	Sistema antifurto avanzato	Antirrobo avanzado	Proteção antirroubo avançada	Antifurt avansat	geavanceerde anti-diefstal	Udvidet tyverisikring	Avancerat stöldskydd	Utvidet tyverisikring	Rozszerzone zabezpieczenie przed kradzieżą	Rozš. zabezpečení proti krádeži	Rozšírená ochrana proti krádeži	Продвинутая противоугонная система	Вдосконалена протикражна система	Napredna protivlomna zaščita	Pojačano osiguranje od provale	Усъвършенствана система против кражба	Προηγμένο αντικλεπτικό σύστημα	Προηγμένο αντικλεπτικό σύστημα	Bővített lopásgátló	Gelişkin hırsızlık önlemi	الحماية المتقدمة من السرقة	एडवांस्ड एंटी-थेफ़्ट	উন্নত অ্যান্টি-থেফ্ট	प्रगत अँटी-थेफ्ट	అధునాతన యాంటీ-థెఫ్ట్	மேம்படுத்தப்பட்ட திருட்டு தடுப்பு அமைப்பு	અદ્યતન એન્ટી-થેફ્ટ	ಸುಧಾರಿತ ಕಳವು-ತಡೆ	ଉନ୍ନତ ଏଣ୍ଟି-ଥେପ୍ଟ	നൂതന ആന്റി-തെഫ്റ്റ്	ਅਡਵਾਂਸ ਐਂਟੀ-ਥੈਫਟ	進階防盜系統	Anti-Pencurian Tambahan	Advanced Anti-Theft	מערכת אזעקה מתקדמת
MMI-0737	휴대기기용 무선 충전 시스템	Wireless Charging System for Mobile Devices	Sistema inalámbrico de recarga para dispositivos móviles	Système de recharge sans fil pour appareils mobiles	Sistema de recarga sem fio para dispositivos móveis	手机无线充电系统	モバイル機器向けワイヤレス充電システム	Wireless charging system for mobile devices	Wireless charging system for mobile devices	Kabelloses Laden für Mobilgeräte	Chargeur sans fil pour les appareils mobiles	Sistema di ricarica wireless per dispositivi mobili	Sistema de carga inalámbrica para dispositivos	Sistema de carregamento sem fios para dispositivos móveis	Sistem de încărcare wireless pentru dispozitive mobile	Draadloos opladen voor mobiele apparaten	Trådløs opladning til mobilenheder	Trådlöst laddningssystem för mobila enheter	Trådløs lading for mobile enheter	Ładowanie bezprzewodowe urządzeń mobilnych	Bezdrátové nabíjení BT zařízení	Bezdrôtový systém nabíjania pre mobilné zariadenia	Беспроводная система зарядки для мобильн. устройств	Бездротова система зарядки для мобільних пристроїв	Brezžično polnjenje za mobilne naprave	Bežično punjenje mobilnih uređaja	Система за безжично зареждане за мобилни устройства	Σύστημα ασύρματης φόρτισης για κινητές συσκευές	Σύστημα ασύρματης φόρτισης για κινητές συσκευές	Vezeték nélküli töltőkészülék mobil eszközökhöz	Mobil cihazlar için kablosuz şarj sistemi	الشحن اللاسلكي للأجهزة المحمولة	वायरलेस चार्जिंग सिस्टम	তারবিহীন চার্জিং ব্যবস্থা	वायरलेस चार्जिंग सिस्टिम	వైర్‌లెస్ ఛార్జింగ్ సిస్టమ్	வயர்லெஸ் சார்ஜிங் சிஸ்டம்	વાયરલેસ ચાર્જિંગ સિસ્ટમ	ವೈರ್‌ಲೆಸ್‌ ಚಾರ್ಜಿಂಗ್‌ ಸಿಸ್ಟಂ	ୱେୟାରଲେସ୍ ଚାର୍ଜିଂ ସିଷ୍ଟମ୍	വയർലസ് ചാർജ്ജിംഗ് സിസ്റ്റം	ਵਾਇਰਲੈੱਸ ਚਾਰਜਿੰਗ ਸਿਸਟਮ	行動裝置無線充電	Sistem Pengisian Nirkabel untuk Perangkat Seluler	Wireless Charging System for Mobile Devices	מערכת טעינה אלחוטית
MMI-0738	시동 자동 끄기	Vehicle Auto-Shut Off	Apagado automático del vehículo	Arrêt automatique du véhicule	Desligamento automático do veículo	Vehicle Auto-Shut Off	車両電源自動停止	Vehicle auto-shutoff	Vehicle auto-shutoff																																					
MMI-0739	동승석 에어백	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	الوسادة الهوائية للراكب الأمامي	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag	Passenger Air Bag
MMI-0740	유리 틴팅 조절	Smart Glass Tint	Tinte inteligente de vidrios	Teinte intelligente des vitres	Coloração de vidro inteligente	智能玻璃色调	ガラスのティント調整	Smart glass tinting	Smart glass tinting																																					
MMI-0741	AR 뷰																																													
MMI-0742	경로 안내	Guidance	Guía	Guidage	Orientação	指南	ガイダンス	Guidance	Route		Itin.																					المسار														
MMI-0743	교차로 AR 안내	Augmented Reality Guidance Near Maneuvers/Turns																																												
MMI-0744	제한속도에 따라 안내 시점 자동 변경	Camera Alert Distance Depending on the Speed Limit																																												
MMI-0745	일반 도로	Camera Alert Distance [Local Roads]																																												
MMI-0746	고속도로	Camera Alert Distance [Highway]																																												
MMI-0747	지도 색상 테마	Map Color																																												
MMI-0748	USB에서 즐겨찾기/최근 목적지 가져오기	Import Favorites/Previous Destinations from USB																																												
MMI-0749	USB로 즐겨찾기/최근 목적지 내보내기	Export Favorites/Previous Destinations from USB																																												
MMI-0750	Centerpoint 360	Centerpoint 360																																												
MMI-0751	Meridian Horizon	Meridian Horizon																																												
MMI-0752	스테이지 모드	Stage																																												
MMI-0753	서라운드 모드	Surround																																												
MMI-0754	커스텀 모드	Custom	CUSTOM	CUSTOM	CUSTOM	CUSTOM	CUSTOM	CUSTOM																																						
MMI-0755	QuantumLogic Surround	QuantumLogic Surround																																												
MMI-0756	일반 모드	Reference																																												
MMI-0757	관객 모드	Audience																																												
MMI-0758	무대 모드	On stage																																												
MMI-0759	Live Dynamic	Live Dynamic																																												
MMI-0760	내츄럴 모드	Natural	Natural	Naturel	Natural	Natural	Natural	Natural																																						
MMI-0761	콘서트 모드	Concert																																												
MMI-0762	내비게이션 안내 일시 정지	Mute Navigation Guidance	Silenciar guía de navegación	Mettre en sourdine guidage Navigation	Silenciar orientação de navegação	导航指引静音	消音ナビゲーションガイダンス	Mute navigation guidance																																						
MMI-0763	비밀번호	Password	Contraseña	Mot de passe	Senha	密码	Password	Password	Password	Passwort	Mot de passe	Password	Contraseña	Palavra-passe	Parolă	Wachtwoord	Adgangskode	Lösenord	Passord	Hasło	Heslo	Heslo	Пароль	Пароль	Geslo	Lozinka	Парола	Κωδικός πρόσβασης	Κωδικός πρόσβασης	Jelszó	Parola	كلمة السر	पासवर्ड	Password	Password	Password	Password	Password	Password	Password	Password	Password	Password	Kata Sandi	رمز ورود	סיסמה
MMI-0764	시계	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock	Clock
MMI-0765	표시 없음	None							None																																					
MMI-0766	디지털 사이드 미러	Digital Side Mirrors	Espejo lateral digital	Miroir latéral numérique	Espelho digital lateral	数字后视镜	デジタルサイドミラー	Digital side mirror	Digital side mirror																																					
MMI-0767	운전석	Driver	Conductor	Conducteur	Condutor	驾驶员	運転者	Focus on driver's seat	Driver	Fokus auf Fahrersitz	Focus sur le siège conducteur	Focalizzato sul sedile conducente	Foco en asiento de conductor	Foco no banco do condutor	Driver	Focus op bestuurdersstoel	Fokus på førersæde	Fokus på förarsätet	Fokus på førersetet	Skupienie na fotelu kierowcy	Nasměrovat na řidiče	Nasmerovať na sedadlo vodiča	Направлено на сиденье водителя	Спрямовано на сидіння водія	Fokus na voznikovem sedežu	Driver	Driver	Εστίαση στο κάθισμα του οδηγού	Εστίαση στο κάθισμα του οδηγού	Fókuszálás a vezetőülésre	Sürücü koltuğuna odakla	التركيز على مقعد السائق	ड्राइवर सीट पर फ़ोकस	Driver	Driver	Driver	Driver	Driver	Driver	Driver	Driver	Driver	Driver	Pengemudi	تمرکز روی صندلی راننده	המוקד במושב הנהג
MMI-0768	조수석	Passenger	Pasajero	Passager	Passageiro	副驾驶	助手席	Passenger	Passenger	Beifahrer	Passager	Passeggero	Pasajero	Passageiro	Pasager	Bijrijder	Passager	Passagerare	Passasjer	Pasażer z boku kierowcy	Spolujezdec	Spolujazdec	Пассажир	Пасажир	Sovoznik	Suvozač	Пътник	Συνοδηγός	Συνοδηγός	Utas	Yolcu	الراكب الأمامي	यात्री	Passenger	Passenger	Passenger	Passenger	Passenger	Passenger	Passenger	Passenger	Passenger	Passenger	Penumpang	سرنشین	נוסע
MMI-0769	왼쪽 N 버튼 (핸들)	Left N Button (Steering Wheel)	Botón N izquierdo (volante)	Touche N de gauche (volant)	Botão N esquerdo (volante)	左侧 N 按钮（方向盘）	左Nボタン（ステアリングホイール）	Left N button (Steering wheel)	Left N button (Steering wheel)	Linke N-Taste (Lenkrad)	Bouton N gauche (volant)	Pulsante N sinistro (volante)	Botón N izquierdo (volante)	Botão N esquerdo (volante)	Left N Button (Steering Wheel)	Linker N-knop (stuur)	Venstre N-knap (Rat)	Vänster N-knapp (ratt)	Venstre N-knapp (ratt)	Lewy przycisk N (kierownica)	Levé tlačítko N (na volantu)	Ľavé tlačidlo N (na volante)	Кнопка N слева (на руле)	Кнопка N зліва (на кермі)	Levi N-gumb (volan)	Left N Button (Steering Wheel)	Left N Button (Steering Wheel)	Αριστερό κουμπί N (Τιμόνι)	Αριστερό κουμπί N (Τιμόνι)	Bal N gomb (kormány)	Sol N düğmesi (direksiyon)	زر N الأيسر (على عجلة القيادة)	Left N Button (Steering Wheel)	Left N Button (Steering Wheel)	Left N Button (Steering Wheel)	Left N Button (Steering Wheel)	Left N Button (Steering Wheel)	Left N Button (Steering Wheel)	Left N Button (Steering Wheel)	Left N Button (Steering Wheel)	Left N Button (Steering Wheel)	Left N Button (Steering Wheel)	Left N Button (Steering Wheel)	Left N button (Steering wheel)	Left N Button (Steering Wheel)	Left N Button (Steering Wheel)
MMI-0770	오른쪽 N 버튼 (핸들)	Right N Button (Steering Wheel)	Botón N derecho (volante)	Touche N de droite (volant)	Botão N direito (volante)	右侧 N 按钮（方向盘）	右Nボタン（ステアリングホイール）	Right N button (Steering wheel)	Right N button (Steering wheel)	Rechte N-Taste (Lenkrad)	Bouton N droit (volant)	Pulsante N destro (volante)	Botón N derecho (volante)	Botão N direito (volante)	Right N Button (Steering Wheel)	Rechter N-knop (stuur)	Højre N-knap (Rat)	Höger N-knapp (ratt)	Høyre N-knapp (ratt)	Prawy przycisk N (kierownica)	Pravé tlačítko N (na volantu)	Pravé tlačidlo N (na volante)	Кнопка N справа (на руле)	Кнопка N справа (на кермі)	Desni N-gumb (volan)	Right N Button (Steering Wheel)	Right N Button (Steering Wheel)	Δεξί κουμπί N (Τιμόνι)	Δεξί κουμπί N (Τιμόνι)	Jobb N gomb (kormány)	Sağ N düğmesi (direksiyon)	زر N الأيمن (على عجلة القيادة)	Right N Button (Steering Wheel)	Right N Button (Steering Wheel)	Right N Button (Steering Wheel)	Right N Button (Steering Wheel)	Right N Button (Steering Wheel)	Right N Button (Steering Wheel)	Right N Button (Steering Wheel)	Right N Button (Steering Wheel)	Right N Button (Steering Wheel)	Right N Button (Steering Wheel)	Right N Button (Steering Wheel)	Right N button (Steering wheel)	Right N Button (Steering Wheel)	Right N Button (Steering Wheel)
MMI-0771	온도 단위	Temperature Unit	Unidad de temperatura	Unité temp.	Unidade da temperatura	温度单位	温度単位	Temperature unit	Temperature unit	Temperatur-Einheit	Unité température	Unità di temperatura	Unidad temperatura	Unidade da Temperatura	Unitate de temperatură	Temperatuur eenheid	Temperaturenhed	Temperatur °C/°F?	Temperaturenhet	Skala temperatury	Teplotní jednotky	Jednotka teploty	Единица измерения температуры	Одиниці вимірювання температури	Enota za temperaturo	Temperaturna jedinica	Единица за измерване на температурата	Μονάδα θερμοκρασίας	Μονάδα θερμοκρασίας	Hőmérséklet mértékegysége	Sıcaklık birimi	وحدة درجة الحرارة	तापमान यूनिट	তাপমাত্রার একক	तापमान युनिट	ఉష్ణోగ్రత యూనిట్	வெப்பநிலை அலகு	તાપમાનનો એકમ	ತಾಪಮಾನ ಯೂನಿಟ್	ତାପମାତ୍ରା ୟୁନିଟ୍	താപനില യൂണിറ്റ്	ਤਾਪਮਾਨ ਯੂਨਿਟ	溫度單位	Satuan Suhu	Temperature Unit	יחידת טמפרטורה
MMI-0772	연비 단위	Fuel Economy Unit	Unidad de economía de combustible	Unité éco. carb.	Unidade de economia	油耗单位	燃費の単位	Fuel economy unit	Fuel economy unit	Einheit Kraftstoffverbrauch	Unité de consommation de carburant	Unità consumo carburante	Unidad de consumo económico	Unidade de Consumo	Unitate economie combustibil	Eenheid brandstofverbruik	Brændstoføkonomienhed	Bränsleförbrukning/visning	Drivstofforbruk enhet	Jednostki zużycia paliwa	Jednotky spotřeby paliva	Jednotka spotreby paliva	Единица измерения расхода топлива	Одиниця вимірювання витрати палива	Merska enota povprečne porabe	Jedinica potrošnje goriva	Мерна ед. за ср. разход на гориво	Μονάδα κατανάλωσης καυσίμου	Μονάδα κατανάλωσης καυσίμου	Üzemanyag-fogyasztás mértékegysége	Yakıt tüketim birimi	وحدة استهلاك الوقود	ईंधन बचत की यूनिट	জ্বালানি ব্যয়ের একক	इंधन इकॉनॉमी युनिट	ఫ్యూయల్ ఎకానమీ యూనిట్	எரிபொருள் சிக்கனத்திற்கான அலகு	બળતણ અર્થવ્યવસ્થાનો એકમ	ಇಂಧನ ಉಳಿಸುವ ಯೂನಿಟ್	ଫୁଏଲ ଇକୋନୋମି ୟୁନିଟ୍	ഇന്ധനക്ഷമതാ യൂണിറ്റ്	ਬਾਲਣ ਬਚਤ ਯੂਨਿਟ	油耗單位	Satuan Efisiensi Bahan Bakar	Fuel Economy Unit	יחידות מידה תצרוכת דלק
MMI-0773	타이어 공기압 단위	Tire Pressure Unit	Unidad de presión de neumáticos	Unité pression pneu	Unid. pressão dos pneus	胎压单位	タイヤ空気圧単位	Tyre pressure unit	Tyre pressure unit		Unité de pression																					وحدة قياس ضغط الأطار														
MMI-0774	터보 부스트	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost	Turbo Boost
MMI-0775	후석 잠금																																													
MMI-0776	마지막 단계 업데이트	Finish Update	Finalizar actualización	Finaliser la mise à jour	Finalizar atualização	最后阶段更新	更新の確定	Finalise update	Finalise update																																					
MMI-0777	목차	Contents																																												
MMI-0778	신규 기기 추가	Add New Device	Agregar nuevo dispositivo	Ajouter nouvel appareil	Adicionar novo dispositivo	添加新设备	新規追加	Add new device	Add new device	Neues Gerät hinzufügen	Ajouter nouvel appareil	Aggiungi nuovo dispositivo	Añadir nuevo dispositivo	Adicionar novo dispositivo	Add New Device	Nieuw apparaat toevoegen	Tilføj ny enhed	Lägg till en ny enhet	Legg til ny enhet	Dodaj nowe urządzenie	Přidat telefon	Pridať nové zariadenie	Добавить новое устройство	Додати новий пристрій	Dodaj novo napravo	Add New Device	Add New Device	Προσθήκη νέας συσκευής	Προσθήκη νέας συσκευής	Új eszköz hozzáadása	Yeni cihaz ekle	إضافة جهاز جديد	नया डिवाइस जोड़ें	Add New Device	Add New Device	Add New Device	Add New Device	Add New Device	Add New Device	Add New Device	Add New Device	Add New Device	Add New Device	Tambahkan Perangkat Baru	افزودن دستگاه جدید	הוסף התקן חדש
MMI-0779	장소	장소							Venue	Ort	Lieu	Luogo	Lugar	Local	Venue	Locatie	Sted	Spelort	Stadion	M. rozg.	Místo	Miesto	Место	Місце	Lokacija	Venue	Venue	Τόπος	Τόπος	Stadion	Saha	المكان	स्थान	Venue	Venue	Venue	Venue	Venue	Venue	Venue	Venue	Venue	Venue	Lokasi	محل رویداد	מגרש
MMI-0780	취소	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel	Cancel
MMI-0781	사용	Yes	Sí	Oui	Sim	是	Yes	Yes	Yes	Ja	Oui	Sì	Sí	Sim	Da	Ja	Ja	Ja	Ja	Tak	Ano	Áno	Да	Так	Da	Da	Да	Ναι	Ναι	Igen	Evet	نعم	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Ya	Yes	Yes
MMI-0782	전기 사용 설정	EV Charge Transfer Settings																																												
MMI-0783	출발 시간 설정	Next Departure Time Settings																																												
MMI-0784	차량결제 ON	차량결제 ON																																												
MMI-0785	+	+																																												
MMI-0786	탑 뷰 주차 가이드라인	Top View Parking Lines	Líneas de estacionamiento en vista superior	Lignes stationn. vue haut	Linhas de estacionamento em visão superior	顶视图泊车引导线	トップビュー駐車補助線	Top view reference lines	Top view reference lines																																					
MMI-0787	전방 안전 경고 시점	Forward Safety Warning Timing	Prontitud sist. de seguridad frontal	Rapidité du syst. sécurité avant	Prontidão do sistema de segurança frontal	前方安全警告时间	前方安全警告タイミング	Forward Safety Warning Timing	Forward Safety Warning Timing	Warnzeitpunkt Sicherheit vorne	Temps de réaction de l`avertissement	Tempo di avviso sicurezza anteriore	Momento del aviso del sistema de seguridad frontal	Temporização do aviso de segurança à frente	Moment de avertizare privind siguranța la mers înainte	Waarschuwingstijdstip veiligheid voorkant	Advarselstiming sikkerhed foran	Varningstidpunkt säkerhet framför	Varselstidspunkt sikkerhet foran	Moment włączenia ostrzeżenia dla bezpiecz. z przodu	Načasování upozorňování na situaci vpředu	Načasovanie bezpečnostnej výstrahy vpredu	Момент предупреждения безопасности спереди	Момент попередження про безпеку спереду	Čas opozorila varnosti pred vozilom	Sigurnost sprijeda, trenutak za upozorenje	Време на предупреждение за опасност отпред	Χρόνος Προειδοποίησης Ασφάλειας εμπρός	Χρόνος Προειδοποίησης Ασφάλειας εμπρός	Frontális biztonság figyelmeztetés ideje	Ön güvenlik uyarı zamanlaması	أَجَل التحذير في الأمام	आगे की सुरक्षा संबंधी चेतावनी का समय	সামনের সুরক্ষার সতর্কতার সময়	अग्रेषित सुरक्षा चेतावणी वेळ	ఫార్వార్డ్ సేఫ్టీ హెచ్చరిక టైమింగ్	முன்னோக்கிய இயக்கப் பாதுகாப்பு எச்சரிக்கை கால அளவு	આગળ સલામતી ચેતવણી સમય	ಫಾರ್ವರ್ಡ್ ಸುರಕ್ಷತೆಯನ್ನು ಎಚ್ಚರಿಸುವ ಸಮಯ	ଅଗ୍ରଗାମୀ ସୁରକ୍ଷା ଚେତାବନୀ ସମୟ	മുന്നിലെ സേഫ്റ്റി മുന്നറിയിപ്പ് സമയം	ਫੋਰਵਰਡ ਸੇਫ਼ਟੀ ਵਾਰਨਿੰਗ ਟਾਈਮਿੰਗ	前方安全警告時間	Waktu peringatan tabrakan	Forward Safety Warning Timing	תזמון אזהרת בטיחות קדימה
MMI-0788	자동 추천	Auto Recommend																																												
MMI-0789	충전할 때마다	After Recharging	Al recargar	Après la recharge	Depois de recarregar	充电后能耗	充電後の電費	After recharging	After recharging	Nach Ladevorgang	Après la recharge	Dopo ricarica	Después de recargar	Após a recarga	După reîncărcare	Na het laden	Efter genopladning	Efter laddning	Etter lading	Po ponownym naładowaniu	Po dobití	Po nabití	После зарядки	Після зарядки	Po polnjenju	Nakon punjenja	След зареждане	Μετά τη φόρτιση	Μετά τη φόρτιση	Töltés után	Şarj ettikten sonra	بعد إعادة الشحن	रिचार्ज करने के बाद	রিচার্জের পরে	रिचार्ज केल्यानंतर	రీఛార్జ్ చేసిన తర్వాత	ரீசார்ஜ் செய்யப்பட்டதும்	રિચાર્જ કર્યા પછી	ರಿಚಾರ್ಜ್‌ ಮಾಡಿದ ನಂತರ	ରିଚାର୍ଜ କରିବା ପରେ	റീചാർജ്ജിംഗിന് ശേഷം	ਰੀਚਾਰਜ ਕਰਨ ਤੋਂ ਬਾਅਦ	每次充電後	Setelah mengisi daya	After recharging	לאחר טעינה מחדש
MMI-0790	충전 후 연비	After Recharging	Al recargar	Après la recharge	Depois de recarregar	充电后能耗	充電後の電費	After recharging	After recharging	Nach Ladevorgang	Après la recharge	Dopo ricarica	Después de recargar	Após a recarga	După reîncărcare	Na het laden	Efter genopladning	Efter laddning	Etter lading	Po ponownym naładowaniu	Po dobití	Po nabití	После зарядки	Після зарядки	Po polnjenju	Nakon punjenja	След зареждане	Μετά τη φόρτιση	Μετά τη φόρτιση	Töltés után	Şarj ettikten sonra	بعد إعادة الشحن	रिचार्ज करने के बाद	রিচার্জের পরে	रिचार्ज केल्यानंतर	రీఛార్జ్ చేసిన తర్వాత	ரீசார்ஜ் செய்யப்பட்டதும்	રિચાર્જ કર્યા પછી	ರಿಚಾರ್ಜ್‌ ಮಾಡಿದ ನಂತರ	ରିଚାର୍ଜ କରିବା ପରେ	റീചാർജ്ജിംഗിന് ശേഷം	ਰੀਚਾਰਜ ਕਰਨ ਤੋਂ ਬਾਅਦ	每次充電後	Setelah mengisi daya	After recharging	לאחר טעינה מחדש
MMI-0791	시동 끈 후 곧바로 업데이트	Update After Vehicle is Turned Off	Actualizar después de apagar el vehículo	Mettre à jour après la coupure du contact du véhicule	Atualizar após desligar o veículo	车辆熄火后更新	車両電源停止後に更新	Update after vehicle is turned Off																																						
MMI-0792	아니오	아니오																																												
MMI-0793	첫 번째	첫 번째																																												
MMI-0794	두 번째	두 번째																																												
MMI-0795	그룹 드라이빙	Group Driving	Conducción en grupo	Conduite en groupe	Condução em grupo	组队驾驶模式	グループドライブ	Group Driving	Group Driving	Gruppenfahrt	Conduite en groupe	Guida di gruppo	Conducción en grupo	Condução em grupo	Deplasare în grup	Groepsrijden	Samkørsel	Gruppkörning	Gruppekjøring	Jazda w grupie	Skupinové řízení	Skupinová jazda	Групповое вождение	Групове водіння	Skupinska vožnja	Grupna vožnja	Групово шофиране	Ομαδική οδήγηση	Ομαδική οδήγηση	Csoportos vezetés	Grup Halinde Sürüş	القيادة الجماعية	समूह ड्राइविंग										組隊駕駛	Berkendara Grup	رانندگی گروهی	נהיגה קבוצתית
MMI-0796	요약	Simple	Simple	Simple	Simple	Simple	Simple	Simple	Simple		Simple																					بسيط														
MMI-0797	휴게소	Rest Areas							Rest area		Aire																					استراحة														
MMI-0798	전체	Details	Detalles	Détails	Detalhes	详情	詳細	Details	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Total
MMI-0799	비교 경로 안내	Guidance Second Best Route																																												
MMI-0800	전방 위험 차량 주의 알림	Reckless Driver(s) Ahead Alert.							Reckless driver(s) ahead alert.		Alerte : conducteur(s) dangereux signalé(s).																					تنبيه وجود سائق(ين) متهور(ين) أمامك.														
MMI-0801	화면구성	Screen Layout	Distribución de pantalla	Disposition de l'écran	Layout da tela	屏幕布局	画面レイアウト	Layout	Layout																																					
MMI-0802	운전 팁	Driving Tips																																												
MMI-0803	나중에	Later	Más tarde	Plus tard	Mais tarde	稍后	あとで	Later	Later	Später	Ultérieurement	Dopo	Más tarde	Mais tarde	Mai târziu	Later	Senere	Senare	Senere	Później	Později	Neskôr	Позже	Пізніше	Pozneje	Kasnije	По-късно	Αργότερα	Αργότερα	Később	Daha sonra	لاحقاً	बाद में	Later	Later	Later	Later	Later	Later	Later	Later	Later	Later	Nanti	بعداً	אחר כך
MMI-0804	웹 매뉴얼 > 기기 연결	Online Manual	Manual en línea	Manuel en ligne	Manual online	Web手册	ウェブ・マニュアル	Online manual																																						
MMI-0805	작업 지시 목록	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions	Job Instructions
MMI-0806	하이패스 전원	hi-pass Power																																												
MMI-0807	미디어 리모컨 해제	Disconnect Remote Controller																																												
